user_id,email,username,password_hash,full_name,age,gender,budget,preferred_crowd_level,preferences,companion_type,created_at,updated_at,is_active,last_login
128,user_128@tourism.local,traveler_128,hashed_password,User 128,18,female,500.0,low,"['cultural', 'adventure', 'wellness']",couple,2025-06-06 08:57:57.833294,2026-02-10 08:57:57.833294,True,2026-02-09 18:57:57.833294
129,user_129@tourism.local,traveler_129,hashed_password,User 129,22,female,500.0,moderate,"['beach', 'entertainment', 'historical']",couple,2026-01-05 08:57:57.834827,2026-02-10 08:57:57.834827,True,2026-02-07 10:57:57.834827
130,user_130@tourism.local,traveler_130,hashed_password,User 130,38,female,500.0,low,"['museum', 'religious', 'adventure', 'historical']",family,2025-08-04 08:57:57.835289,2026-02-10 08:57:57.835289,True,2026-02-08 06:57:57.835289
131,user_131@tourism.local,traveler_131,hashed_password,User 131,25,male,500.0,moderate,"['nightlife', 'beach', 'entertainment']",solo,2025-06-28 08:57:57.836287,2026-02-10 08:57:57.836287,True,2026-02-07 15:57:57.836287
132,user_132@tourism.local,traveler_132,hashed_password,User 132,18,female,500.0,very_low,"['beach', 'historical']",friends,2025-12-11 08:57:57.836915,2026-02-10 08:57:57.836915,True,2026-02-10 01:57:57.836915
133,user_133@tourism.local,traveler_133,hashed_password,User 133,36,female,500.0,very_high,"['nightlife', 'nature', 'entertainment']",friends,2025-11-07 08:57:57.837284,2026-02-10 08:57:57.837284,True,2026-02-09 07:57:57.837284
134,user_134@tourism.local,traveler_134,hashed_password,User 134,30,male,500.0,very_high,"['beach', 'shopping']",couple,2025-10-30 08:57:57.838282,2026-02-10 08:57:57.838282,True,2026-02-10 00:57:57.838282
135,user_135@tourism.local,traveler_135,hashed_password,User 135,48,female,500.0,high,"['historical', 'beach', 'adventure']",friends,2025-09-20 08:57:57.841273,2026-02-10 08:57:57.841273,True,2026-02-08 16:57:57.841273
136,user_136@tourism.local,traveler_136,hashed_password,User 136,65,male,500.0,moderate,"['nightlife', 'nature']",couple,2025-09-05 08:57:57.841273,2026-02-10 08:57:57.841273,True,2026-02-07 17:57:57.841273
137,user_137@tourism.local,traveler_137,hashed_password,User 137,19,female,500.0,moderate,"['religious', 'nature']",friends,2025-09-01 08:57:57.842273,2026-02-10 08:57:57.842273,True,2026-02-07 19:57:57.842273
138,user_138@tourism.local,traveler_138,hashed_password,User 138,18,other,500.0,low,"['historical', 'shopping']",solo,2025-06-08 08:57:57.843270,2026-02-10 08:57:57.843270,True,2026-02-07 18:57:57.843270
139,user_139@tourism.local,traveler_139,hashed_password,User 139,26,other,500.0,very_high,"['cultural', 'wellness', 'adventure']",family,2025-06-14 08:57:57.843270,2026-02-10 08:57:57.843270,True,2026-02-09 16:57:57.843270
140,user_140@tourism.local,traveler_140,hashed_password,User 140,30,male,500.0,low,"['beach', 'wellness', 'cultural']",couple,2025-05-30 08:57:57.844643,2026-02-10 08:57:57.844643,True,2026-02-07 23:57:57.844643
141,user_141@tourism.local,traveler_141,hashed_password,User 141,50,other,500.0,very_low,"['cultural', 'wellness', 'religious', 'beach']",couple,2025-12-05 08:57:57.845262,2026-02-10 08:57:57.845262,True,2026-02-09 18:57:57.845262
142,user_142@tourism.local,traveler_142,hashed_password,User 142,37,male,500.0,high,"['wellness', 'beach', 'entertainment', 'adventure']",family,2025-04-03 08:57:57.845262,2026-02-10 08:57:57.845262,True,2026-02-08 11:57:57.845262
143,user_143@tourism.local,traveler_143,hashed_password,User 143,48,male,500.0,low,"['adventure', 'nature', 'nightlife', 'food']",friends,2025-03-09 08:57:57.846262,2026-02-10 08:57:57.846262,True,2026-02-07 21:57:57.846262
144,user_144@tourism.local,traveler_144,hashed_password,User 144,44,male,500.0,moderate,"['nightlife', 'adventure', 'wellness', 'religious']",group,2025-11-23 08:57:57.847351,2026-02-10 08:57:57.847351,True,2026-02-09 11:57:57.847351
145,user_145@tourism.local,traveler_145,hashed_password,User 145,21,male,500.0,very_low,"['cultural', 'entertainment', 'museum', 'food']",couple,2025-03-10 08:57:57.847351,2026-02-10 08:57:57.847351,True,2026-02-09 10:57:57.847351
146,user_146@tourism.local,traveler_146,hashed_password,User 146,59,female,500.0,moderate,"['historical', 'shopping', 'nightlife']",friends,2025-04-30 08:57:57.848256,2026-02-10 08:57:57.848256,True,2026-02-08 18:57:57.848256
147,user_147@tourism.local,traveler_147,hashed_password,User 147,33,male,500.0,moderate,"['entertainment', 'food', 'wellness']",family,2025-05-20 08:57:57.848774,2026-02-10 08:57:57.848774,True,2026-02-08 00:57:57.848774
148,user_148@tourism.local,traveler_148,hashed_password,User 148,49,female,500.0,low,"['nightlife', 'adventure']",friends,2025-04-22 08:57:57.849252,2026-02-10 08:57:57.849252,True,2026-02-08 19:57:57.849252
149,user_149@tourism.local,traveler_149,hashed_password,User 149,47,female,500.0,high,"['religious', 'nature', 'shopping', 'historical']",family,2025-09-25 08:57:57.849252,2026-02-10 08:57:57.850249,True,2026-02-09 20:57:57.850249
150,user_150@tourism.local,traveler_150,hashed_password,User 150,18,female,500.0,moderate,"['cultural', 'adventure', 'nightlife', 'nature']",friends,2025-10-22 08:57:57.850249,2026-02-10 08:57:57.850249,True,2026-02-09 13:57:57.850249
